episode_index,environment_steps,optimizer_step_calls_at_observation,sb3_update_counter_at_observation,record_phase,episode_metrics.aux_shift_kwh,episode_metrics.bess_throughput_kwh,episode_metrics.carbon_delta_kg,episode_metrics.carbon_kg,episode_metrics.degradation_cost_cny,episode_metrics.demand_charge_cny,episode_metrics.energy_cost_cny,episode_metrics.financial_delta_cny,episode_metrics.flex_deadline_violation_kwh,episode_metrics.guardrail_violation_rate,episode_metrics.guardrail_violations,episode_metrics.max_flex_age_hours,episode_metrics.nonzero_bess_action_rate,episode_metrics.nonzero_bess_actions,episode_metrics.nonzero_flex_action_rate,episode_metrics.nonzero_flex_actions,episode_metrics.peak_kw,episode_metrics.physical_power_violations,episode_metrics.projection_count,episode_metrics.projection_rate,episode_metrics.reserve_shortfall_kwh,episode_metrics.reward,episode_metrics.shore_sla_violation_kwh,episode_metrics.soc_max_observed,episode_metrics.soc_min_observed,episode_metrics.temperature_max_c,episode_metrics.terminal_flex_backlog_kwh,episode_metrics.terminal_soc_error,episode_metrics.total_cost_cny,episode_metrics.training_reward
11,1848,0,0,after_environment_step_before_replay_storage_and_optimizer,11965.42326684709,126827.25402096129,2608.112703129218,2084708.0092323427,10146.180321676906,235130.17191175456,2639315.4474576726,38942.84548929137,0.0,0.0,0.0,12.0,0.8928571428571429,150.0,0.8869047619047619,149.0,26905.167697609133,0.0,0.0,0.0,0.0,-3.9222694159817997,0.0,0.7011394285960455,0.4610481951992749,25.978973765393683,0.0,0.0,2884591.7996911043,-403.3632436967941
12,2016,22,15,after_environment_step_before_replay_storage_and_optimizer,9833.61076992581,119749.06210700612,2528.4912135974064,2084075.0199027786,9579.924968560492,229910.69039271766,2637185.4709297926,31887.719829177702,0.0,0.0,0.0,12.0,0.8988095238095238,151.0,0.8333333333333334,140.0,26307.919694843396,0.0,1.0,0.005952380952380952,0.0,-3.8313564638539477,0.0,0.7042745138715717,0.41819892335918013,25.014996856273882,0.0,0.0,2876676.086291071,-361.7178962336811
13,2184,274,183,after_environment_step_before_replay_storage_and_optimizer,23.01528732785511,25129.627404142968,455.5590782367799,2181585.090583769,2010.3701923314372,234326.13287043702,2758201.30661828,14353.980785114883,0.0,0.0,0.0,12.0,0.9880952380952381,166.0,0.03571428571428571,6.0,26813.16417008995,0.0,0.0,0.0,0.0,-0.9394006257360049,0.0,0.7485501123634761,0.49746307751775176,24.348518977004897,0.0,0.0,2994537.809681048,-108.21463018451675
14,2352,526,351,after_environment_step_before_replay_storage_and_optimizer,229.5862013270721,17691.377245509095,597.1593052188,2237082.5558497584,1415.3101796407207,228885.24249114707,2824985.338304432,-498.231273715207,0.0,0.0,0.0,4.0,1.0,168.0,0.023809523809523808,4.0,26190.5810839259,0.0,0.0,0.0,0.0,-0.26759198808994517,0.0,0.58,0.40323353293413167,33.05483564834362,0.0,0.0,3055285.8909752197,-45.28158804892791
15,2520,778,519,after_environment_step_before_replay_storage_and_optimizer,194.20658561707504,17672.318145414978,529.3909513572307,2072812.777437252,1413.785451633191,213766.8873833442,2618328.6329181646,2333.137156018847,0.0,0.0,0.0,4.0,1.0,168.0,0.017857142857142856,3.0,24460.6377245509,0.0,0.0,0.0,0.0,-0.4567208006962283,0.0,0.58,0.40342396524148333,26.89488349849995,0.0,0.0,2833509.305753142,-54.01696188867268
16,2688,1030,687,after_environment_step_before_replay_storage_and_optimizer,812.8567269938515,17691.37724550909,200.92453214177112,2162010.6756885,1415.3101796407202,224192.4863309828,2737127.2146980795,4841.41713901895,0.0,0.0,0.0,6.0,1.0,168.0,0.08928571428571429,15.0,25653.6045214259,0.0,0.0,0.0,0.0,-0.6635660440960967,0.0,0.58,0.40323353293413167,25.2279062971052,0.0,0.0,2962735.011208703,-40.28104826643642
17,2856,1282,855,after_environment_step_before_replay_storage_and_optimizer,13822.23040560064,17677.926435228288,361.9824140521996,2081843.6579496826,1414.2341148182559,211901.38842087422,2629825.4033956663,1571.2484729236548,0.0,0.0,0.0,12.0,1.0,168.0,0.6904761904761905,116.0,24247.17484985097,0.0,0.0,0.0,0.0,-0.32076289766913685,0.0,0.58,0.40336792904018465,25.376917090491006,0.0,0.0,2843141.025931359,-36.814835488794216
18,3024,1534,1023,after_environment_step_before_replay_storage_and_optimizer,1245.7110018806147,17691.377245509088,373.7021775067351,2252942.148235171,1415.3101796407202,231718.6955198945,2845640.624889156,2046.0334458959928,0.0,0.0,0.0,6.0,1.0,168.0,0.17261904761904762,29.0,26514.8037401759,0.0,0.0,0.0,0.0,-0.46773229694316376,0.0,0.58,0.40323353293413167,32.65536787288348,0.0,0.0,3078774.6305886908,-40.126341430018726
19,3192,1786,1191,after_environment_step_before_replay_storage_and_optimizer,9264.15243746008,17583.502994012088,303.8609014078211,2064172.4745085735,1406.68023952096,210921.35654419265,2608884.8079928295,3708.180164985647,0.0,0.0,0.0,12.0,1.0,168.0,0.5476190476190477,92.0,24135.03304441302,0.0,0.0,0.0,0.0,-0.4243943427983857,0.0,0.58,0.4043113772455089,25.166113578744934,0.0,0.0,2821212.844776543,-42.849772937553894
20,3360,2038,1359,after_environment_step_before_replay_storage_and_optimizer,1726.975356860799,17210.556454590664,318.00599150062044,2099843.504143378,1376.8445163672457,212880.77829710185,2654396.2867644,1958.0488848763493,0.0,0.0,0.0,12.0,1.0,168.0,0.35714285714285715,60.0,24359.243193300896,0.0,1.0,0.005952380952380952,0.0,-0.40689745084650725,0.0,0.58,0.4080377373396447,24.75207635388315,0.0,0.0,2868653.909577869,-35.23072374443136
21,3528,2290,1527,after_environment_step_before_replay_storage_and_optimizer,2226.4795604768137,17083.87339055193,338.3642588601542,2064195.5999635477,1366.7098712441468,211352.06346137295,2607380.296593354,1581.7909787139486,0.0,0.0,0.0,12.0,1.0,168.0,0.35119047619047616,59.0,24184.3174120509,0.0,0.0,0.0,0.0,-0.3687455010546358,0.0,0.58,0.40930351316684266,25.92521133899689,0.0,0.0,2820099.0699259713,-34.978095602382034
22,3696,2542,1695,after_environment_step_before_replay_storage_and_optimizer,0.0,17691.37724550909,209.80628044041805,2217166.0704256343,1415.3101796407204,228701.68473960707,2804738.3505843836,4860.930923950379,0.0,0.0,0.0,0.0,1.0,168.0,0.0,0.0,26169.577177675903,0.0,0.0,0.0,0.0,-0.7300564635656767,0.0,0.58,0.40323353293413167,32.0,0.0,0.0,3034855.345503631,-41.08915705498529
23,3864,2794,1863,after_environment_step_before_replay_storage_and_optimizer,1620.260766594189,16726.398168321455,430.39846558132194,2061085.0549274245,1338.1118534657085,210948.0452375536,2601928.4526186907,237.51841069593462,0.0,0.0,0.0,12.0,1.0,168.0,0.2916666666666667,49.0,24138.086943300896,0.0,0.0,0.0,0.0,-0.2971566902125621,0.0,0.58,0.4128752889093619,24.43,0.0,0.0,2814214.6097097103,-35.61946929998539
24,4032,3046,2031,after_environment_step_before_replay_storage_and_optimizer,143.26653404532547,16711.915810993796,296.00564798670894,2121935.401168563,1336.953264879496,217470.14880531546,2682840.081055739,2397.5163261032603,0.0,0.0,0.0,11.0,0.9821428571428571,165.0,0.041666666666666664,7.0,24884.3896776759,0.0,0.0,0.0,0.0,-0.4819344514635128,0.0,0.58,0.41301999189681565,26.68,0.0,0.0,2901647.183125934,-35.66803346945302
25,4200,3298,2199,after_environment_step_before_replay_storage_and_optimizer,605.4606979943715,16721.33789580659,303.2296018745037,2161096.5801377245,1337.7070316645193,221215.0239336522,2731556.273538781,2196.0263685644054,0.0,0.0,0.0,9.0,0.9940476190476191,167.0,0.06547619047619048,11.0,25312.9033495509,0.0,0.0,0.0,0.0,-0.5167258699867081,0.0,0.58,0.41293413173652693,24.43,0.0,0.0,2954109.0045040976,-35.238499992782295
26,4368,3550,2367,after_environment_step_before_replay_storage_and_optimizer,760.1129330576816,16815.85849348303,278.00096263638807,2110293.0106140273,1345.2686794786346,214252.22131558234,2665799.460927128,3093.637024951545,0.0,0.0,0.0,12.0,0.9880952380952381,166.0,0.16666666666666666,28.0,24516.172880800896,0.0,1.0,0.005952380952380952,0.0,-0.4727262240230201,0.0,0.58,0.41198143053972086,24.423539321422577,0.0,0.0,2881396.950922189,-37.7082621356688
27,4536,3802,2535,after_environment_step_before_replay_storage_and_optimizer,0.0,17044.131736527048,277.22627799795373,2152372.7159327855,1363.5305389221562,220301.02444699922,2722048.9512159056,3332.5375619187853,0.0,0.0,0.0,0.0,0.9880952380952381,166.0,0.0,0.0,25208.3174120509,0.0,0.0,0.0,0.0,-0.5602451045663552,0.0,0.58,0.4097005988023952,24.34779480114803,0.0,0.0,2943713.506201827,-38.84079004943016
28,4704,4054,2703,after_environment_step_before_replay_storage_and_optimizer,2104.623056900438,16946.054925455675,328.9487412491417,2069592.8052435757,1355.6843940364465,211716.07244494584,2616963.4000346977,3092.570301543931,0.0,0.0,0.0,12.0,0.9880952380952381,166.0,0.31547619047619047,53.0,24225.9697558009,0.0,0.0,0.0,0.0,-0.4543388972864988,0.0,0.58,0.4112696283385282,30.700000762939453,0.0,0.0,2830035.15687368,-41.77875080765096
29,4872,4306,2871,after_environment_step_before_replay_storage_and_optimizer,475.68904908759123,17691.377245509088,482.01440657940475,2106942.142268414,1415.31017964072,214252.2213155824,2661676.806243564,2269.263793192682,0.0,0.0,0.0,6.0,1.0,168.0,0.07738095238095238,13.0,24516.1728808009,0.0,0.0,0.0,0.0,-0.4348425908076393,0.0,0.58,0.40323353293413167,25.192983660527585,0.0,0.0,2877344.337738787,-49.90747149231584
30,5040,4558,3039,after_environment_step_before_replay_storage_and_optimizer,4342.79161895295,16363.695717356733,353.7748299180166,2068374.329050691,1309.0956573885305,212283.42450841574,2614690.3991427533,3311.372369831899,0.0,0.0,0.0,12.0,0.9761904761904762,164.0,0.3869047619047619,65.0,24290.889975469567,0.0,1.0,0.005952380952380952,0.0,-0.4146082822533602,0.0,0.58,0.41650104162306695,25.777676014900205,0.0,0.0,2828282.9193085576,-44.858848242600814
31,5208,4810,3207,after_environment_step_before_replay_storage_and_optimizer,201.72011867952665,16912.198030521587,562.4089493224401,2136707.2033571275,1352.9758424417196,220615.43153118814,2698600.457088193,1245.1813139343715,0.0,0.0,0.0,2.0,1.0,168.0,0.017857142857142856,3.0,25244.2939745509,0.0,0.0,0.0,0.0,-0.45484335213470745,0.0,0.58,0.4110188373303431,32.21103026239258,0.0,0.0,2920568.864461823,-51.21862251546702
32,5376,5062,3375,after_environment_step_before_replay_storage_and_optimizer,5436.715448821295,16047.675160018061,327.9446353161784,2060247.49518848,1283.8140128014368,210179.65958560293,2604406.8287464054,2505.140572659583,0.0,0.0,0.0,12.0,0.9761904761904762,164.0,0.49404761904761907,83.0,24050.1631151759,0.0,0.0,0.0,0.0,-0.40492880266776604,0.0,0.58,0.4196568676767563,27.899999618530273,0.0,0.0,2815870.3023448098,-38.76127368859213
33,5544,5314,3543,after_environment_step_before_replay_storage_and_optimizer,5487.992087216054,17097.55301025617,496.09918175104394,2069453.475063731,1367.8042408204863,210179.65958560293,2614857.260907404,2112.9272747126493,0.0,0.0,0.0,12.0,0.9821428571428571,165.0,0.47619047619047616,80.0,24050.1631151759,0.0,1.0,0.005952380952380952,0.0,-0.41974386523505963,0.0,0.58,0.40916683087171285,27.840796264141797,0.0,0.0,2826404.7247338276,-50.252570913646835
34,5712,5566,3711,after_environment_step_before_replay_storage_and_optimizer,526.891411422228,16563.994819346015,357.4773907590388,2132895.1043398087,1325.1195855476733,217874.9692621943,2695934.7298663133,3108.86186822906,0.0,0.0,0.0,12.0,0.9761904761904762,164.0,0.11904761904761904,20.0,24930.7119433009,0.0,0.0,0.0,0.0,-0.5245356066534425,0.0,0.58,0.41976410851117085,32.282039670944215,0.0,0.0,2915134.818714055,-44.14250060186842
35,5880,5818,3879,after_environment_step_before_replay_storage_and_optimizer,13343.087774906846,16042.67620692118,351.66409310657946,2055565.2689356385,1283.4140965536862,212945.1028886527,2597017.5275393645,3046.036590851612,0.0,0.0,0.0,12.0,0.9464285714285714,159.0,0.8095238095238095,136.0,24366.6036435089,0.0,0.0,0.0,0.0,-0.3883689166346278,0.0,0.58,0.4262349369223593,32.0,0.0,0.0,2811246.044524571,-43.363310402784435
36,6048,6070,4047,after_environment_step_before_replay_storage_and_optimizer,2485.9447862881666,18501.33914715489,517.782349901312,2147952.537704203,1480.1071317723872,223701.21246034626,2712321.210897915,1635.787615023309,0.0,0.0,0.0,12.0,0.9821428571428571,165.0,0.22023809523809523,37.0,25597.3896776759,0.0,0.0,0.0,0.0,-0.5035659819981224,0.0,0.58,0.4165957356841852,24.160247485218548,0.0,0.0,2937502.5304900333,-49.60152606722152
37,6216,6322,4215,after_environment_step_before_replay_storage_and_optimizer,9491.409593062823,17536.48449807633,434.29011860222454,2096805.4853415622,1402.9187598460994,216194.94922843607,2649137.4995949115,2039.5509606724981,0.0,0.0,0.0,12.0,1.0,168.0,0.5178571428571429,87.0,24738.472808798957,0.0,0.0,0.0,0.0,-0.45480166319903625,0.0,0.58,0.4053958122256097,25.12890128035685,0.0,0.0,2866735.367583194,-44.94096429154046
38,6384,6574,4383,after_environment_step_before_replay_storage_and_optimizer,13305.204280833046,16519.36337022318,456.5013546256396,2080705.6778012917,1321.5490696178472,215388.94321589463,2627043.2001171545,2593.6453088245717,0.0,0.0,0.0,12.0,0.9880952380952381,166.0,0.7142857142857143,120.0,24646.244207269898,0.0,0.0,0.0,0.0,-0.38578687162684794,0.0,0.58,0.4166033046866947,29.299999237060547,0.0,0.0,2843753.692402667,-49.48833491417403
39,6552,6826,4551,after_environment_step_before_replay_storage_and_optimizer,5783.642035295015,16436.117024491323,399.45908097591564,2150611.776711801,1314.8893619592977,220440.46315830815,2716658.6593421423,433.0398525088911,0.0,0.0,0.0,12.0,0.9702380952380952,163.0,0.40476190476190477,68.0,25224.27292248498,0.0,0.0,0.0,0.0,-0.35911145029628705,0.0,0.58,0.41750447568170157,24.355983953475953,0.0,0.0,2938414.0118624098,-34.121925740617655
40,6720,7078,4719,after_environment_step_before_replay_storage_and_optimizer,9593.75117430886,19020.280891364284,575.2575275429153,2082230.515757722,1521.6224713091397,212532.11415439143,2629918.840075708,-1165.9461456150057,0.0,0.0,0.0,12.0,0.9940476190476191,167.0,0.5357142857142857,90.0,24319.3467089259,0.0,0.0,0.0,0.0,-0.35515650835339413,0.0,0.601613904199541,0.41625957101736333,24.292011006275132,0.0,0.0,2843972.5767014087,-40.19087147535816
41,6888,7330,4887,after_environment_step_before_replay_storage_and_optimizer,6876.101867590576,17259.880239521062,525.9064960780706,2176854.127713594,1380.7904191616778,222404.56487307727,2750864.6972232773,1194.5926482606487,0.0,0.0,0.0,12.0,1.0,168.0,0.4583333333333333,77.0,25449.0185839259,0.0,0.0,0.0,0.0,-0.44864344119420774,0.0,0.58,0.4075449101796407,24.66179983171107,0.0,0.0,2974650.0525155165,-48.045482927548875
42,7056,7582,5055,after_environment_step_before_replay_storage_and_optimizer,3840.8390326895146,16530.553173337048,413.326138392762,2214146.57447191,1322.4442538669557,228876.87878478155,2795633.437524923,1904.1581698757088,0.0,0.0,0.0,12.0,0.9821428571428571,165.0,0.2619047619047619,44.0,26189.6240526759,0.0,0.0,0.0,0.0,-0.5456355987544211,0.0,0.58,0.41483210817648336,30.5,0.0,0.0,3025832.760563572,-42.58688192079949
43,7224,7834,5223,after_environment_step_before_replay_storage_and_optimizer,3252.7710303349904,18583.572885711637,478.8240427928449,2246625.4357836214,1486.6858308569267,231843.48543262552,2836438.832984232,1712.3254646671412,0.0,0.0,0.0,10.0,0.9821428571428571,165.0,0.20833333333333334,35.0,26529.0830370509,0.0,0.0,0.0,0.0,-0.48819127046761474,0.0,0.58,0.41077844311377243,32.0,0.0,0.0,3069769.0042477148,-46.86755074676325
44,7392,8086,5391,after_environment_step_before_replay_storage_and_optimizer,12794.661361989456,16312.605322804136,538.8465195101853,2099768.6031181538,1305.0084258243232,220197.6681174002,2651450.58112413,-784.5947063600557,0.0,0.0,0.0,12.0,0.9642857142857143,162.0,0.8035714285714286,135.0,25196.490689185594,0.0,0.0,0.0,0.0,-0.2948979861836499,0.0,0.58,0.42057390687495305,24.0,0.0,0.0,2872953.257667355,-39.184748029014486
45,7560,8338,5559,after_environment_step_before_replay_storage_and_optimizer,11504.768297605135,23075.781649724573,550.1224152763134,2060682.3870833134,1846.0625319779667,212206.38584569862,2601846.3372739227,164.34621247033772,0.0,0.0,0.0,12.0,0.9166666666666666,154.0,0.7023809523809523,118.0,24282.07469615959,0.0,0.0,0.0,0.0,-0.41398814887645335,0.0,0.6317107166631416,0.4606513474646764,31.200000762939453,0.0,0.0,2815898.785651599,-44.8315242844568
46,7728,8590,5727,after_environment_step_before_replay_storage_and_optimizer,10308.579239951952,16459.654972495264,593.193311147972,2099256.2465083227,1316.7723977996131,214751.73941106495,2650797.4550096677,-177.09193922421684,0.0,0.0,0.0,12.0,0.9821428571428571,165.0,0.5833333333333334,98.0,24573.3310839259,0.0,0.0,0.0,0.0,-0.3099620175754523,0.0,0.58,0.4155404998584995,24.292746942043305,0.0,0.0,2866865.966818532,-46.57000519571669
47,7896,8842,5895,after_environment_step_before_replay_storage_and_optimizer,11429.311528039956,16944.4859050163,592.1471262332489,2069203.4336563542,1355.5588724012991,215097.24582790272,2612204.4109203373,-264.2363086167017,0.0,0.0,0.0,12.0,0.9166666666666666,154.0,0.625,105.0,24612.8662401759,0.0,0.0,0.0,0.0,-0.3032608654970311,0.0,0.6069039316164351,0.4464608885029159,24.0,0.0,0.0,2828657.215620641,-46.050588555576354
48,8064,9094,6063,after_environment_step_before_replay_storage_and_optimizer,13684.471556248447,18521.073681543337,618.9083530456228,2065709.0368917726,1481.6858945234637,210616.22205934185,2606747.624991123,-840.546027710159,0.0,0.0,0.0,12.0,0.9761904761904762,164.0,0.7738095238095238,130.0,24100.117514779013,0.0,1.0,0.005952380952380952,0.0,-0.3010931547670635,0.0,0.6087049102435129,0.4237058032582868,24.0,0.0,0.0,2818845.5329449885,-45.309938105099036
49,8232,9346,6231,after_environment_step_before_replay_storage_and_optimizer,16028.943953342456,16886.73612725174,392.04080195336064,2028813.4014285281,1350.938890180132,209179.24082276924,2562130.4643888464,130.4701437214124,0.0,0.0,0.0,12.0,0.9821428571428571,165.0,0.8154761904761905,137.0,23935.6885058009,0.0,0.0,0.0,0.0,-0.28855024703735,0.0,0.58,0.42316351410482145,24.15117612854604,0.0,0.0,2772660.6441017957,-32.01561487487591
50,8400,9598,6399,after_environment_step_before_replay_storage_and_optimizer,2781.176478966528,18141.258347529565,449.3318158791535,2238549.8235938693,1451.3006678023605,229881.22336897047,2824723.499970752,1111.9512968096726,0.0,0.0,0.0,10.0,0.9702380952380952,163.0,0.20238095238095238,34.0,26304.5478808009,0.0,0.0,0.0,0.0,-0.34330876400169424,0.0,0.58,0.41616766467065863,32.0,0.0,0.0,3056056.024007525,-41.506301754380615
51,8568,9850,6567,after_environment_step_before_replay_storage_and_optimizer,12392.064788709027,16026.25068466233,545.0087742882351,2069610.1107259796,1282.100054772979,209941.03221347515,2613056.0386459026,-2902.1030287578064,0.0,0.0,0.0,12.0,0.9226190476190477,155.0,0.6726190476190477,113.0,24022.857774427255,0.0,0.0,0.0,0.0,-0.268890815764179,0.0,0.5917480193841195,0.4401222167609085,24.0,0.0,0.0,2824279.170914151,-29.090186799269766
52,8736,10102,6735,after_environment_step_before_replay_storage_and_optimizer,8472.479607254822,17098.80174373145,639.4919446674394,2160823.227697135,1367.9041394985095,221631.63892338527,2727025.8789861384,-838.963975543697,0.0,0.0,0.0,11.0,0.9940476190476191,167.0,0.47023809523809523,79.0,25360.5752245509,0.0,0.0,0.0,0.0,-0.3572217880282362,0.0,0.58,0.4135060126239661,25.399999618530273,0.0,0.0,2950025.4220490223,-46.964535695676624
53,8904,10354,6903,after_environment_step_before_replay_storage_and_optimizer,11227.245520086906,17005.54291392966,630.42027719625,2097059.0919720076,1360.4434331143661,215653.1592005926,2647507.1314314054,-339.19499594496165,0.0,0.0,0.0,12.0,0.9523809523809523,160.0,0.5892857142857143,99.0,24676.477568300896,0.0,1.0,0.005952380952380952,0.0,-0.2984376665841074,0.0,0.592007052001953,0.4221057283260815,24.0,0.0,0.0,2864520.734065112,-48.737647195975164
54,9072,10606,7071,after_environment_step_before_replay_storage_and_optimizer,6965.167751442371,17731.75839576723,612.5401591937061,2161304.2569324067,1418.5406716613725,223701.21246034626,2728937.4863230274,407.09413249482185,0.0,0.0,0.0,11.0,0.9940476190476191,167.0,0.3869047619047619,65.0,25597.3896776759,0.0,0.0,0.0,0.0,-0.3468270238263181,0.0,0.58,0.4064828600728033,24.82235271944294,0.0,0.0,2954057.239455035,-51.038683397970594
55,9240,10858,7239,after_environment_step_before_replay_storage_and_optimizer,16814.59678622926,22840.97601036401,225.19287452870958,2048966.605948973,1827.2780808291213,212134.64254715462,2588429.540889499,6217.786225941936,0.0,0.0,0.0,12.0,0.8095238095238095,136.0,0.9226190476190477,155.0,24273.865347853454,0.0,0.0,0.0,0.0,-0.4977240659322708,0.0,0.6125578048823596,0.4827784072588476,30.299999237060547,0.0,0.0,2802391.4615174825,-49.10436109200646
56,9408,11110,7407,after_environment_step_before_replay_storage_and_optimizer,6650.181242463241,18561.653318520144,650.1483494800104,2170866.820789298,1484.9322654816071,222404.56487307727,2741615.5401167306,441.5536111232822,0.0,0.0,0.0,9.0,0.9940476190476191,167.0,0.39880952380952384,67.0,25449.0185839259,0.0,0.0,0.0,0.0,-0.3017616889899945,0.0,0.598585186742065,0.41312320520814283,24.486865496104237,0.0,0.0,2965505.0372552895,-54.21963601401723
57,9576,11362,7575,after_environment_step_before_replay_storage_and_optimizer,9160.117359650905,17890.344067584338,625.8096091499556,2131239.512796062,1431.2275254067415,218977.6298513371,2690353.578714112,-426.67740182980623,0.0,0.0,0.0,12.0,0.9821428571428571,165.0,0.5595238095238095,94.0,25056.885746616816,0.0,0.0,0.0,0.0,-0.32325640528288513,0.0,0.5916804870941968,0.4133919186599916,32.0,0.0,0.0,2910762.4360908554,-47.931381722847405
