#{"t_start": 1789183250.0822961, "env_id": "None"}
r,l,t
-39.048653,168,438.319257
-32.004181,168,440.146568
-35.837759,168,441.920018
-32.93071,168,443.732822
-34.254646,168,445.651519
-31.686698,168,447.444435
-37.897787,168,449.287795
-37.695606,168,451.219983
-34.915234,168,453.19704
-32.084616,168,455.019628
-32.131692,168,456.866838
-28.90761,168,458.649031
-32.265468,168,460.446704
-31.579476,168,462.290441
-30.634082,168,464.093859
-34.889866,168,465.912247
-38.593367,168,467.723872
-35.259976,168,469.503619
-36.730802,168,471.296039
-38.720908,168,473.12723
-47.962561,168,474.961814
-38.478597,168,476.926229
-32.69838,168,478.730263
-31.755533,168,480.531246
-39.484273,168,482.317368
-31.965347,168,484.155977
-34.882438,168,485.98406
-30.864443,168,487.783601
-34.310803,168,489.559941
-40.223959,168,491.358361
-32.318379,168,493.127251
-34.837337,168,494.971546
-30.963707,168,496.855752
-33.926474,168,498.669071
-42.752122,168,500.554371
-23.057803,168,502.364259
-32.884638,168,504.146547
-42.199921,168,505.958983
-38.187662,168,507.757614
-34.066189,168,509.568154
-28.741551,168,511.512184
-42.840982,168,513.301323
-35.553032,168,515.092825
-33.917898,168,516.897416
-36.318056,168,518.680354
-39.894948,168,520.482055
-36.287866,168,522.280151
-29.929855,168,524.067884
-34.447403,168,525.832718
-38.560226,168,527.658214
-33.284321,168,529.440296
-30.562157,168,531.236435
-29.903514,168,533.027836
-33.902258,168,534.87392
-34.363415,168,538.059112
-37.824786,168,539.906104
-35.223116,168,541.693429
-36.036096,168,543.553319
-32.673345,168,545.380133
-31.625546,168,547.190078
-31.210205,168,548.956601
-37.965994,168,550.766277
-32.697643,168,552.539108
-34.960786,168,554.33084
-37.258385,168,556.120412
-33.039669,168,557.947167
-31.431634,168,559.733121
-31.064321,168,561.526463
-47.007365,168,563.320803
-31.105303,168,565.115797
-34.151495,168,567.061668
-35.935382,168,568.915557
-34.111437,168,570.727925
-27.195047,168,572.506496
-43.524826,168,574.313781
-39.524314,168,576.124198
-36.154944,168,577.967291
-30.159981,168,580.037683
-28.80408,168,581.88552
-31.859357,168,583.702302
-36.688471,168,585.48323
-46.274084,168,587.305813
-34.13451,168,589.169541
-28.246875,168,591.258516
-30.672678,168,593.288556
-30.848103,168,595.159449
-36.895333,168,597.094803
-35.757875,168,598.957197
-30.898708,168,601.041402
-30.656802,168,602.839499
-44.276747,168,604.681536
-30.965512,168,606.457588
-33.808779,168,608.288424
-32.601978,168,610.186581
-27.585606,168,612.277918
-34.270567,168,614.398765
-28.586294,168,616.389727
-40.628949,168,618.18653
-50.195095,168,619.973719
-47.677157,168,621.788537
-39.200191,168,623.5794
-55.846566,168,625.519711
-33.966089,168,627.308311
-37.530546,168,629.142531
-33.018326,168,630.917596
-29.95417,168,632.746786
-36.022881,168,634.563492
-31.853233,168,636.372458
-33.030203,168,638.219733
-34.477627,168,640.003697
-38.137905,168,641.793882
-32.463181,168,643.572502
-30.571886,168,645.372126
-36.331075,168,647.155986
