episode_index,environment_steps,optimizer_step_calls_at_observation,sb3_update_counter_at_observation,record_phase,episode_metrics.aux_shift_kwh,episode_metrics.bess_throughput_kwh,episode_metrics.carbon_delta_kg,episode_metrics.carbon_kg,episode_metrics.degradation_cost_cny,episode_metrics.demand_charge_cny,episode_metrics.energy_cost_cny,episode_metrics.financial_delta_cny,episode_metrics.flex_deadline_violation_kwh,episode_metrics.guardrail_violation_rate,episode_metrics.guardrail_violations,episode_metrics.max_flex_age_hours,episode_metrics.nonzero_bess_action_rate,episode_metrics.nonzero_bess_actions,episode_metrics.nonzero_flex_action_rate,episode_metrics.nonzero_flex_actions,episode_metrics.peak_kw,episode_metrics.physical_power_violations,episode_metrics.projection_count,episode_metrics.projection_rate,episode_metrics.reserve_shortfall_kwh,episode_metrics.reward,episode_metrics.shore_sla_violation_kwh,episode_metrics.soc_max_observed,episode_metrics.soc_min_observed,episode_metrics.temperature_max_c,episode_metrics.terminal_flex_backlog_kwh,episode_metrics.terminal_soc_error,episode_metrics.total_cost_cny,episode_metrics.training_reward
50,8400,12798,6399,after_environment_step_before_replay_storage_and_optimizer,9501.443236926303,23444.814779351662,516.6244897200395,2238617.1162677095,1875.5851823481369,226421.64624404503,2827394.206354319,747.365069999169,0.0,0.0,0.0,12.0,0.9404761904761905,158.0,0.6130952380952381,103.0,25908.679915613237,0.0,1.0,0.005952380952380952,0.0,-0.5574101985822909,0.0,0.7412167931272804,0.5390693988744151,32.0,0.0,0.0,3055691.4377807123,-45.06678452759898
51,8568,13134,6567,after_environment_step_before_replay_storage_and_optimizer,9594.432984520596,20821.25228550604,656.0383828133217,2069721.140334505,1665.700182840486,211723.33322139087,2612496.728345656,-1295.5121930235837,0.0,0.0,0.0,12.0,1.0,168.0,0.5892857142857143,99.0,24226.800582428892,0.0,1.0,0.005952380952380952,0.0,-0.34945514076110673,0.0,0.7418551402050751,0.5338159833140906,24.610105685623317,0.0,0.0,2825885.7617498874,-46.005509659947826
52,8736,13470,6735,after_environment_step_before_replay_storage_and_optimizer,4042.067202059103,20607.869271833886,652.7586074484807,2160836.4943599137,1648.6295417467193,221631.63892338527,2728575.1173538202,990.9997943875367,0.0,0.0,0.0,12.0,0.9404761904761905,158.0,0.4226190476190476,71.0,25360.5752245509,0.0,1.0,0.005952380952380952,0.0,-0.39065467288238326,0.0,0.7337228938594748,0.5537318453745249,25.399999618530273,0.0,0.0,2951855.385818952,-57.17568756781612
53,8904,13806,6903,after_environment_step_before_replay_storage_and_optimizer,3024.6641459184193,19709.369965292022,673.2052124187867,2097101.8769072294,1576.749597223366,214710.4224154361,2647459.1117931143,-1113.6452552849637,0.0,0.0,0.0,12.0,0.9821428571428571,165.0,0.27976190476190477,47.0,24568.603316803896,0.0,1.0,0.005952380952380952,0.0,-0.34031553744057125,0.0,0.741575432044269,0.5446458403843987,24.758552914224378,0.0,0.0,2863746.283805774,-48.28819071707809
54,9072,14142,7071,after_environment_step_before_replay_storage_and_optimizer,2481.0327375416155,17356.095047585834,474.08378167937735,2161165.800554891,1388.4876038068608,223701.21246034626,2729936.2503058254,1375.8050474401887,0.0,0.0,0.0,12.0,0.9880952380952381,166.0,0.35714285714285715,60.0,25597.3896776759,0.0,1.0,0.005952380952380952,0.0,-0.3854843762887321,0.0,0.5863261303710937,0.42017236890594334,24.0,0.0,0.0,2955025.9503699783,-44.80572777155115
55,9240,14478,7239,after_environment_step_before_replay_storage_and_optimizer,4872.443118880653,19632.49506824744,667.0776402964802,2049408.4907147412,1570.5996054598004,208379.96066363167,2587154.5358913476,931.4208688974463,0.0,0.0,0.0,12.0,0.9880952380952381,166.0,0.44047619047619047,74.0,23844.2295214259,0.0,1.0,0.005952380952380952,0.0,-0.41206720419883164,0.0,0.7469843840634166,0.5554938019190356,30.299999237060547,0.0,0.0,2797105.096160439,-58.023315568205675
56,9408,14814,7407,after_environment_step_before_replay_storage_and_optimizer,3409.310498552011,17659.676644095995,486.7878597025392,2170703.4602995194,1412.7741315276826,221461.82808792064,2743484.8606765624,1295.9792518460931,0.0,0.0,0.0,12.0,0.9107142857142857,153.0,0.2857142857142857,48.0,25341.144332428892,0.0,1.0,0.005952380952380952,0.0,-0.3552155576178553,0.0,0.7359126187656855,0.5619497744529034,24.36691235780716,0.0,0.0,2966359.462896011,-45.42292503543364
57,9576,15150,7575,after_environment_step_before_replay_storage_and_optimizer,2154.061877173325,17657.611832180137,436.0385328986631,2131049.7417198103,1412.6089465744135,219433.6216794869,2692942.2172956932,2599.3344290684927,0.0,0.0,0.0,12.0,0.9523809523809523,160.0,0.22023809523809523,37.0,25109.063382967608,0.0,0.0,0.0,0.0,-0.4342278905525855,0.0,0.7356760658791526,0.5592469718024151,32.23146659612655,0.0,0.0,2913788.4479217543,-47.87975477723557
58,9744,15486,7743,after_environment_step_before_replay_storage_and_optimizer,3170.0385921247193,18109.769011294633,486.0951075791436,2201322.0777219585,1448.7815209035737,221640.72015301837,2781971.4412204353,2527.291548346168,0.0,0.0,0.0,12.0,0.9226190476190477,155.0,0.30357142857142855,51.0,25361.614359614647,0.0,0.0,0.0,0.0,-0.27160390898116216,0.0,0.7376737731072297,0.5645712105371862,32.10491127252579,0.0,0.0,3005060.9428943573,-51.52406634806244
59,9912,15822,7911,after_environment_step_before_replay_storage_and_optimizer,4578.113417004524,21765.016442358312,680.1208493409194,2187504.724661179,1741.2013153886664,222876.23966050404,2765118.3126026555,506.94298768366747,0.0,0.0,0.0,12.0,0.8988095238095238,151.0,0.4583333333333333,77.0,25502.99076942328,0.0,1.0,0.005952380952380952,0.0,-0.1979014721336202,0.0,0.7327624476826898,0.5444949513835018,24.42150201678276,0.0,0.0,2989735.7535785483,-56.944382885691866
60,10080,16158,8079,after_environment_step_before_replay_storage_and_optimizer,6595.727898956738,32794.399584743995,1042.094080382174,2240279.0215730453,2623.5519667795247,229692.69413273534,2828602.494042499,2868.138872105533,0.0,0.0,0.0,12.0,0.9166666666666666,154.0,0.5595238095238095,94.0,26282.975104004254,0.0,0.0,0.0,0.0,-0.39740545784065373,0.0,0.7338503414310578,0.49588459247361316,32.0,0.0,0.0,3060918.740142014,-97.70822079110174
61,10248,16494,8247,after_environment_step_before_replay_storage_and_optimizer,4737.539324370838,28794.904511773544,952.3950733884067,2066168.8589626956,2303.592360941888,211257.0672882562,2606805.4906560625,-5051.2232343573,0.0,0.0,0.0,12.0,0.9702380952380952,163.0,0.4226190476190476,71.0,24173.447314234203,0.0,1.0,0.005952380952380952,0.0,-0.42355035751332487,0.0,0.7452729502248364,0.5386475069580157,24.059770281146623,0.0,0.0,2820366.1503052604,-50.93548969928601
62,10416,16830,8415,after_environment_step_before_replay_storage_and_optimizer,8916.968173505727,25229.729020001105,946.8951182371329,2073255.0192445517,2018.3783216000948,210297.99276242527,2616339.573562016,-1326.644563463091,0.0,0.0,0.0,12.0,0.9702380952380952,163.0,0.6011904761904762,101.0,24063.703589121502,0.0,1.0,0.005952380952380952,0.0,-0.43320909321962897,0.0,0.7385111439170038,0.566549555215114,25.583120750188826,0.0,0.0,2828655.9446460414,-69.11838664165514
63,10584,17166,8583,after_environment_step_before_replay_storage_and_optimizer,13914.083719108017,22250.69543288549,865.3155068338529,2048119.105109816,1780.055634630847,217640.02857665898,2586805.993002297,-1434.9478746735606,0.0,0.0,0.0,12.0,0.9761904761904762,164.0,0.7559523809523809,127.0,24903.82845790247,0.0,1.0,0.005952380952380952,0.0,-0.3946316546283371,0.0,0.7383443395335284,0.577876565870065,32.0,0.0,0.0,2806226.077213587,-62.050501173340436
64,10752,17502,8751,after_environment_step_before_replay_storage_and_optimizer,8994.817443230537,25290.008309396748,960.0475635578168,2116652.888972508,2023.2006647517458,216080.19741264905,2670925.133931843,-1883.7618934822026,0.0,0.0,0.0,12.0,0.9226190476190477,155.0,0.6547619047619048,110.0,24725.342138148517,0.0,1.0,0.005952380952380952,0.0,-0.3455496875284694,0.0,0.7406122540360738,0.5399009312148174,26.200000762939453,0.0,0.0,2889028.532009244,-67.38499561721439
65,10920,17838,8919,after_environment_step_before_replay_storage_and_optimizer,7933.7009440041,25009.77753912234,881.7691353497958,2034798.3679655048,2000.7822031297926,209585.7127679314,2567504.126103438,-2153.499623022577,0.0,0.0,0.0,12.0,0.9642857142857143,162.0,0.5476190476190477,92.0,23982.199745766586,0.0,1.0,0.005952380952380952,0.0,-0.41850278448237155,0.0,0.7455273869330183,0.5617510205238117,24.15113088335605,0.0,0.0,2779090.6210744996,-59.77403271287081
66,11088,18174,9087,after_environment_step_before_replay_storage_and_optimizer,12879.538762669412,22238.482013950445,744.01725629658,2098263.785426328,1779.0785611160395,214119.6716454155,2647827.913457461,-288.41568898485815,0.0,0.0,0.0,12.0,0.9880952380952381,166.0,0.7380952380952381,124.0,24501.005660553892,0.0,0.0,0.0,0.0,-0.41914112114393387,0.0,0.7406851196938105,0.5623002515269674,24.240521030426027,0.0,0.0,2863726.6636639927,-58.079302058802156
67,11256,18510,9255,after_environment_step_before_replay_storage_and_optimizer,16109.986866374375,18555.93207062224,644.7211247388168,2082176.5634717462,1484.4745656497837,213373.95189389863,2628162.4792977436,-1738.2690628204514,0.0,0.0,0.0,12.0,0.9761904761904762,164.0,0.8035714285714286,135.0,24415.6754164306,0.0,1.0,0.005952380952380952,0.0,-0.30412607170700434,0.0,0.738631698215641,0.5532423947757306,24.293272947072982,0.0,0.0,2843020.905757292,-42.8863446650031
68,11424,18846,9423,after_environment_step_before_replay_storage_and_optimizer,11342.088797363098,24321.51961094524,818.7646251242331,2077489.259861508,1945.7215688756205,212693.15361790685,2620795.0757640298,-3182.0719762244703,0.0,0.0,0.0,12.0,0.9583333333333334,161.0,0.6428571428571429,108.0,24337.773921973836,0.0,1.0,0.005952380952380952,0.0,-0.35241460894226107,0.0,0.7366548652117922,0.5554606015232074,28.399999618530273,0.0,0.0,2835433.950950812,-49.59081012881638
69,11592,19182,9591,after_environment_step_before_replay_storage_and_optimizer,12678.041149196179,17765.96099006539,640.1052542698926,2097066.6127700354,1421.2768792052366,215070.7734774267,2647760.4121647356,-1048.570067938597,0.0,0.0,0.0,12.0,0.9523809523809523,160.0,0.7440476190476191,125.0,24609.837096688632,0.0,1.0,0.005952380952380952,0.0,-0.2953470980325728,0.0,0.733411279789978,0.5599496810386987,24.24135703921318,0.0,0.0,2864252.4625213677,-45.96557000189851
70,11760,19518,9759,after_environment_step_before_replay_storage_and_optimizer,19308.367580993414,17272.269259264318,625.9587468857044,2070514.85905032,1381.781540741151,217105.5956208257,2614674.782375462,3857.949140167785,0.0,0.0,0.0,12.0,0.9761904761904762,164.0,0.9166666666666666,154.0,24842.67506281535,0.0,0.0,0.0,0.0,-0.324915969230291,0.0,0.734425864175634,0.565990913143544,24.259805475473403,0.0,0.0,2833162.159537029,-69.36644545169533
71,11928,19854,9927,after_environment_step_before_replay_storage_and_optimizer,19498.31954154015,19135.15529681524,699.8690306226781,2040132.5003510665,1530.8124237452237,210103.0555296264,2572812.424460528,2096.1346303114224,0.0,0.0,0.0,12.0,0.9702380952380952,163.0,0.8869047619047619,149.0,24041.39756647746,0.0,0.0,0.0,0.0,-0.3415720373727203,0.0,0.7383459525703805,0.5605293134891274,24.236372696161272,0.0,0.0,2784446.2924138997,-66.47019560137122
72,12096,20190,10095,after_environment_step_before_replay_storage_and_optimizer,20508.492946858885,17623.05217794494,567.798661458286,2039317.76492706,1409.8441742356006,214267.56576757412,2574519.716314687,4408.607902076611,0.0,0.0,0.0,12.0,0.9761904761904762,164.0,0.9523809523809523,160.0,24517.92869567871,0.0,1.0,0.005952380952380952,0.0,-0.2941136299534816,0.0,0.7388985944753289,0.5628148091836226,24.041366438865662,0.0,0.0,2790197.1262564966,-67.4669324270459
73,12264,20526,10263,after_environment_step_before_replay_storage_and_optimizer,20690.95517075325,19820.38558642364,422.9242289876729,2062779.0654911897,1585.6308469138964,213955.74583910574,2604691.744756039,3758.542771900465,0.0,0.0,0.0,12.0,0.9702380952380952,163.0,0.9702380952380952,163.0,24482.248172848802,0.0,1.0,0.005952380952380952,0.0,-0.39283632788863077,0.0,0.737490123185366,0.5571688990169601,24.426536219120027,0.0,0.0,2820233.121442059,-52.62665217851607
74,12432,20862,10431,after_environment_step_before_replay_storage_and_optimizer,6858.172030195792,21589.187884451683,400.6883688347243,2095408.3354059649,1727.1350307561377,214271.43598145875,2647350.1889487626,1664.8842287090697,0.0,0.0,0.0,12.0,0.9761904761904762,164.0,0.5476190476190477,92.0,24518.371551449814,0.0,0.0,0.0,0.0,-0.49984457036424085,0.0,0.7407913924269413,0.5344018859468348,24.409176884889604,0.0,0.0,2863348.7599609774,-40.37949065032336
75,12600,21198,10599,after_environment_step_before_replay_storage_and_optimizer,6287.519861981061,34611.912133773156,1176.853418434388,2208287.1661691605,2768.9529707018546,225515.7953658904,2787923.008157666,1760.8161258692664,0.0,0.0,0.0,12.0,0.9047619047619048,152.0,0.47023809523809523,79.0,25805.0263964259,0.0,0.0,0.0,0.0,-0.3319758154408344,0.0,0.6727280629987193,0.4151465940786989,32.20530887722969,0.0,0.0,3016207.756494258,-102.95235410409737
76,12768,21534,10767,after_environment_step_before_replay_storage_and_optimizer,6645.123943109104,21885.235455705126,504.7819594730099,2070874.3246597,1750.8188364564132,213766.88738334415,2615003.397078525,1687.0785140979715,0.0,0.0,0.0,12.0,0.9880952380952381,166.0,0.5773809523809523,97.0,24460.637724550896,0.0,1.0,0.005952380952380952,0.0,-0.48095898764762823,0.0,0.743565992558009,0.5424067897395441,26.5,0.0,0.0,2830521.1032983256,-48.81794932833074
77,12936,21870,10935,after_environment_step_before_replay_storage_and_optimizer,17004.40183743743,20796.27059348608,308.7657203321178,2046378.144648913,1663.7016474788886,219123.45755243767,2588166.852724604,3638.915679478538,0.0,0.0,0.0,12.0,0.875,147.0,0.9166666666666666,154.0,25073.572328016246,0.0,0.0,0.0,0.0,-0.532528291257082,0.0,0.7216702776233909,0.5650242891485591,32.06810834884644,0.0,0.0,2808954.0119245206,-42.89583602396213
78,13104,22206,11103,after_environment_step_before_replay_storage_and_optimizer,11942.68076500887,22136.995379678905,350.16495945044517,2061550.565885347,1770.959630374315,211844.46039168534,2607844.9939228413,3445.4657533086165,0.0,0.0,0.0,12.0,0.9702380952380952,163.0,0.7678571428571429,129.0,24240.66076380422,0.0,1.0,0.005952380952380952,0.0,-0.5521645525984298,0.0,0.7433493236924427,0.5443615092072152,24.023205597447106,0.0,0.0,2821460.413944901,-45.240525522578736
79,13272,22542,11271,after_environment_step_before_replay_storage_and_optimizer,1167.8606834869363,17982.110599536005,581.4596343389003,2200992.0700085056,1438.568847962874,224062.4129027297,2779442.049430355,1525.1569653634203,0.0,0.0,0.0,12.0,0.9761904761904762,164.0,0.13690476190476192,23.0,25638.72064934901,0.0,1.0,0.005952380952380952,0.0,-0.4436055922621613,0.0,0.58,0.4134992666644464,32.305473158269926,0.0,0.0,3004943.031181047,-54.14255557392908
80,13440,22878,11439,after_environment_step_before_replay_storage_and_optimizer,8795.644086693346,22623.37600778107,330.4272771499818,2100593.5080305305,1809.8700806224865,215253.72190567318,2656120.981671154,3833.997161082272,0.0,0.0,0.0,12.0,0.9583333333333334,161.0,0.5773809523809523,97.0,24630.771280089954,0.0,1.0,0.005952380952380952,0.0,-0.6216813024058669,0.0,0.7391860934449727,0.5284101234833927,24.400955067873003,0.0,0.0,2873184.57365745,-45.604167977409986
81,13608,23214,11607,after_environment_step_before_replay_storage_and_optimizer,1661.237092206372,19867.34454071728,634.2804263654125,2193575.510984369,1589.3875632573815,221590.20479241473,2769435.9036895894,1533.2028447376692,0.0,0.0,0.0,12.0,0.9226190476190477,155.0,0.19047619047619047,32.0,25355.83405401926,0.0,0.0,0.0,0.0,-0.2780816943400704,0.0,0.6138100476074219,0.43579400035723087,32.21224674463272,0.0,0.0,2992615.4960452616,-58.40844833292133
82,13776,23550,11775,after_environment_step_before_replay_storage_and_optimizer,10276.081936500423,21947.491570615173,127.44044962181579,2082032.387770281,1755.7993256492161,215944.7794521327,2636596.812344725,6644.4170081609545,0.0,0.0,0.0,12.0,0.9821428571428571,165.0,0.5773809523809523,97.0,24709.8467089259,0.0,0.0,0.0,0.0,-0.736082470132952,0.0,0.7425791767422744,0.5234695476308621,24.01742084601172,0.0,0.0,2854297.3911225065,-43.41732101055012
83,13944,23886,11943,after_environment_step_before_replay_storage_and_optimizer,5524.667825757413,22445.809523020354,229.8459296698802,2082986.2482069244,1795.6647618416307,215944.7794521327,2637809.893584899,6801.743015991859,0.0,0.0,0.0,12.0,0.9940476190476191,167.0,0.44642857142857145,75.0,24709.8467089259,0.0,1.0,0.005952380952380952,0.0,-0.7466529717519145,0.0,0.7456018993735813,0.5213306968121791,24.321318574595907,0.0,0.0,2855550.3377988734,-52.39638945354981
84,14112,24222,12111,after_environment_step_before_replay_storage_and_optimizer,4690.570135248937,21675.000814599698,311.556349358616,2103546.108087742,1734.0000651679795,213876.9019450863,2657176.9189671082,3183.190156872078,0.0,0.0,0.0,12.0,0.9583333333333334,161.0,0.5178571428571429,87.0,24473.2263268931,0.0,1.0,0.005952380952380952,0.0,-0.5162877344640056,0.0,0.7427116107418582,0.5283796531840084,24.383438144922255,0.0,0.0,2872787.8209773623,-40.84045873304979
85,14280,24558,12279,after_environment_step_before_replay_storage_and_optimizer,168.36891965001087,22162.912898273375,441.43659846794617,2173317.22544988,1773.0330318618728,224545.10451788915,2749005.8555841395,4313.163060140606,0.0,0.0,0.0,12.0,0.9464285714285714,159.0,0.07142857142857142,12.0,25693.953453997183,0.0,0.0,0.0,0.0,-0.5161052966747534,0.0,0.738989174202906,0.5315057806470371,26.889998482465746,0.0,0.0,2975323.9931338904,-56.88074317813888
86,14448,24894,12447,after_environment_step_before_replay_storage_and_optimizer,6426.948255980288,22250.848725171927,337.72172573996977,2077557.1687210766,1780.0678980137593,215944.7794521327,2627517.2838660437,2953.958310450488,0.0,0.0,0.0,12.0,1.0,168.0,0.5833333333333334,98.0,24709.8467089259,0.0,1.0,0.005952380952380952,0.0,-0.5528836147103348,0.0,0.7424830771802486,0.5304819432494525,24.392470769882202,0.0,0.0,2845242.13121619,-41.78752961145004
87,14616,25230,12615,after_environment_step_before_replay_storage_and_optimizer,2552.163472869569,22027.988359487616,278.6818886151177,2154924.4780825516,1762.2390687590123,223297.2342251669,2724743.297338886,3881.246047855997,0.0,0.0,0.0,12.0,0.9642857142857143,162.0,0.30357142857142855,51.0,25551.163784693676,0.0,0.0,0.0,0.0,-0.5787045296925921,0.0,0.7429237862683102,0.532782278504005,28.100000381469727,0.0,0.0,2949802.7706328123,-41.700781328489406
88,14784,25566,12783,after_environment_step_before_replay_storage_and_optimizer,2424.393629175303,17052.93174512937,478.7207332538801,2234056.420416974,1364.2345396103433,225305.21772215323,2821409.92611802,-1011.4620932778557,0.0,0.0,0.0,12.0,0.9464285714285714,159.0,0.3273809523809524,55.0,25780.9306933009,0.0,0.0,0.0,0.0,-0.26090063061504204,0.0,0.5966690625,0.42628173448871665,32.0,0.0,0.0,3048079.3783797836,-33.24034819392107
89,14952,25902,12951,after_environment_step_before_replay_storage_and_optimizer,305.92396838030083,21097.601562084714,615.0029562975596,2164388.939576654,1687.8081249667794,220642.9188220069,2735909.8797903326,1070.0059440294842,0.0,0.0,0.0,12.0,0.9880952380952381,166.0,0.05357142857142857,9.0,25247.439254303892,0.0,1.0,0.005952380952380952,0.0,-0.3263251752472255,0.0,0.7447718938813155,0.5340946091207883,24.01255561299828,0.0,0.0,2958240.6067373063,-54.550266223952256
90,15120,26238,13119,after_environment_step_before_replay_storage_and_optimizer,479.59105426439754,20176.52398146556,428.6722147602868,2205977.51439741,1614.1219185172447,224446.7942108596,2791090.4830513634,4623.365186699244,0.0,0.0,0.0,12.0,0.9880952380952381,166.0,0.16071428571428573,27.0,25682.7041308009,0.0,0.0,0.0,0.0,-0.5361408521650852,0.0,0.6227397442626953,0.42114250214980137,29.299999237060547,0.0,0.0,3017151.39918074,-57.410603114319095
91,15288,26574,13287,after_environment_step_before_replay_storage_and_optimizer,90.5939060486568,20439.403945249276,638.4731246119663,2100978.3901029155,1635.1523156199455,213809.0289257504,2653153.9721739297,-743.1770618097132,0.0,0.0,0.0,12.0,0.9821428571428571,165.0,0.07142857142857142,12.0,24465.459841832813,0.0,1.0,0.005952380952380952,0.0,-0.36797692033662843,0.0,0.741952451890455,0.5403641333316156,24.0,0.0,0.0,2868598.1534153,-47.36196465990871
92,15456,26910,13455,after_environment_step_before_replay_storage_and_optimizer,1880.685827463956,24741.77216078742,832.6400254215023,2216307.707809668,1979.3417728629943,228182.7881877587,2800251.5378780123,2215.488109537813,0.0,0.0,0.0,12.0,0.9523809523809523,160.0,0.4107142857142857,69.0,26110.201561898142,0.0,1.0,0.005952380952380952,0.0,-0.3122205299598986,0.0,0.5877523751174724,0.43312680612352367,32.0,0.0,0.0,3030413.667838634,-77.6886425814093
93,15624,27246,13623,after_environment_step_before_replay_storage_and_optimizer,644.175997815099,24615.08208141385,469.83413730589564,2073805.2392934011,1969.206566513108,211486.70080101592,2623979.2780627958,4431.369533757819,0.0,0.0,0.0,12.0,0.8095238095238095,136.0,0.13690476190476192,23.0,24199.723517409482,0.0,0.0,0.0,0.0,-0.6803770777426874,0.0,0.6247629895019531,0.4962533446397723,24.451814922689902,0.0,0.0,2837435.1854303246,-59.7435786532608
94,15792,27582,13791,after_environment_step_before_replay_storage_and_optimizer,534.3848403460105,20834.60085308871,479.0275981695213,2083320.8193320765,1666.768068247097,213148.16914784393,2633438.978494,3154.0945199062335,0.0,0.0,0.0,12.0,0.7738095238095238,130.0,0.13095238095238096,22.0,24389.83984375,0.0,1.0,0.005952380952380952,0.0,-0.5636574877178654,0.0,0.6241263195800781,0.49911714566441584,24.40328952550888,0.0,0.0,2848253.915710091,-54.09268045309285
95,15960,27918,13959,after_environment_step_before_replay_storage_and_optimizer,1459.1143803746975,16430.571103777376,505.1464591068907,2205900.208405741,1314.4456883021821,224446.79421085952,2787906.296480167,1354.6994250922082,0.0,0.0,0.0,12.0,1.0,168.0,0.5119047619047619,86.0,25682.704130800892,0.0,1.0,0.005952380952380952,0.0,-0.31601451588173807,0.0,0.58,0.41583109638190885,29.5,0.0,0.0,3013667.536379329,-47.18521385401224
96,16128,28254,14127,after_environment_step_before_replay_storage_and_optimizer,7546.425167804377,21454.107410594577,165.01988935623194,2044029.3166973481,1716.3285928475675,206570.0033997713,2586074.80517388,5489.126551631669,0.0,0.0,0.0,12.0,1.0,168.0,0.5178571428571429,87.0,23637.1220995509,0.0,1.0,0.005952380952380952,0.0,-0.6626776612117875,0.0,0.7429538736649489,0.5285914349246204,28.700000762939453,0.0,0.0,2794361.1371664987,-40.647223906657054
97,16296,28590,14295,after_environment_step_before_replay_storage_and_optimizer,486.9526060992595,20800.633110957675,610.4270084477939,2204625.3604925033,1664.0506488766162,222139.18803185286,2786528.472989346,-712.4268542464151,0.0,0.0,0.0,12.0,0.9107142857142857,153.0,0.19047619047619047,32.0,25418.652389923012,0.0,0.0,0.0,0.0,-0.25180788774374635,0.0,0.719932812633397,0.5371813736471855,30.399999618530273,0.0,0.0,3010331.711670075,-45.272026404591436
98,16464,28926,14463,after_environment_step_before_replay_storage_and_optimizer,3097.382996555866,21813.443793760984,436.19647959585745,2175628.3139624055,1745.0755035008845,223382.04972549764,2750033.7870861925,3611.963999139767,0.0,0.0,0.0,12.0,0.9523809523809523,160.0,0.3869047619047619,65.0,25560.868941803892,0.0,0.0,0.0,0.0,-0.6015790059901124,0.0,0.7317335046945895,0.538265214341333,24.408990298509597,0.0,0.0,2975160.9123151912,-52.95553836336761
99,16632,29262,14631,after_environment_step_before_replay_storage_and_optimizer,8194.86818731162,18855.140409661468,366.7774763222187,2093517.7430020894,1508.41123277292,215664.75766797678,2644974.5484788814,1146.792598865561,0.0,0.0,0.0,12.0,0.9880952380952381,166.0,0.6130952380952381,103.0,24677.804742552795,0.0,1.0,0.005952380952380952,0.0,-0.41603063522855604,0.0,0.7373639615585074,0.5489695528025227,24.0,0.0,0.0,2862147.717379631,-35.07616110010533
100,16800,29598,14799,after_environment_step_before_replay_storage_and_optimizer,11015.681482876325,18814.78836184013,450.6572860566066,2032557.2584350747,1505.1830689472135,208195.9876418875,2569007.750011527,1054.0448949161755,0.0,0.0,0.0,12.0,0.9642857142857143,162.0,0.7678571428571429,129.0,23823.178097180265,0.0,1.0,0.005952380952380952,0.0,-0.4359852069184972,0.0,0.737648619126559,0.5496573948617117,24.0,0.0,0.0,2778708.9207223617,-41.3228073591094
101,16968,29934,14967,after_environment_step_before_replay_storage_and_optimizer,8545.531579721921,21148.16316975897,573.3112139750356,2045719.96699867,1691.8530535807274,209916.06665301367,2583311.021114652,1697.7998599423129,0.0,0.0,0.0,12.0,0.9523809523809523,160.0,0.6607142857142857,111.0,24020.00104793648,0.0,1.0,0.005952380952380952,0.0,-0.4411514250452174,0.0,0.7185132511578148,0.5378973770541802,24.008322207927705,0.0,0.0,2794918.9408212462,-54.353896417714495
102,17136,30270,15135,after_environment_step_before_replay_storage_and_optimizer,1395.3915576155025,18744.841232766445,484.23044410620605,2150204.897487595,1499.5872986213176,219672.69474603154,2716742.954074896,645.9402073364997,0.0,0.0,0.0,12.0,0.9523809523809523,160.0,0.17857142857142858,30.0,25136.419723053892,0.0,1.0,0.005952380952380952,0.0,-0.4167211813303466,0.0,0.7276942806498093,0.547807115311897,32.0,0.0,0.0,2937915.236119549,-41.968136565178966
103,17304,30606,15303,after_environment_step_before_replay_storage_and_optimizer,12080.765885950688,18493.540747622294,342.75401142908777,2072850.0455637767,1479.483259809786,213770.92530908828,2618225.340758056,2010.9450933622809,0.0,0.0,0.0,12.0,0.9404761904761905,158.0,0.8154761904761905,137.0,24461.099771035242,0.0,1.0,0.005952380952380952,0.0,-0.422887940498672,0.0,0.7317834409891665,0.547155968211588,26.5,0.0,0.0,2833475.7493269537,-37.47504638113853
104,17472,30942,15471,after_environment_step_before_replay_storage_and_optimizer,11098.346459380511,20338.316606164866,245.9300982551049,2095256.2991995215,1627.0653284931955,215229.9928168676,2650007.687142422,3629.6866540169476,0.0,0.0,0.0,12.0,0.9702380952380952,163.0,0.7202380952380952,121.0,24628.05603896018,0.0,1.0,0.005952380952380952,0.0,-0.5527094790626801,0.0,0.736073787734977,0.5524955469228423,24.007819192409517,0.0,0.0,2866864.745287783,-37.822841130493295
105,17640,31278,15639,after_environment_step_before_replay_storage_and_optimizer,8224.998860427328,25360.038497967424,370.23203430176,2032687.8707668376,2028.8030798374025,210248.62849336478,2571609.889848238,7693.716791035108,0.0,0.0,0.0,12.0,0.9821428571428571,165.0,0.75,126.0,24058.054999123273,0.0,0.0,0.0,0.0,-0.6392190356924113,0.0,0.7142858686312719,0.5147740600522759,31.0,0.0,0.0,2783887.32142144,-68.08714669931616
106,17808,31614,15807,after_environment_step_before_replay_storage_and_optimizer,4845.640741345537,15541.769810847207,473.6639926236985,2203370.270362312,1243.3415848677678,224120.35664550046,2785538.6367548513,927.436391402008,0.0,0.0,0.0,12.0,0.9523809523809523,160.0,0.6666666666666666,112.0,25645.350960140677,0.0,1.0,0.005952380952380952,0.0,-0.3415496333916407,0.0,0.58,0.42479117779500203,29.399999618530273,0.0,0.0,3010902.3349852194,-42.5303013669059
