#{"t_start": 1788749778.83323, "env_id": "None"}
r,l,t
46.387179,96,131.921946
22.684667,96,132.438654
33.553415,96,132.938411
22.485963,96,133.438536
22.43974,96,133.99276
43.576544,96,134.527918
47.047249,96,135.041642
41.511707,96,135.584515
22.685546,96,136.106325
13.793389,96,136.645301
22.290445,96,137.191215
18.517306,96,137.689249
46.159199,96,138.187927
11.257574,96,138.680694
22.794958,96,139.175445
32.727517,96,139.681709
46.15779,96,140.195763
41.35878,96,140.692075
46.225449,96,141.183994
43.476644,96,141.669741
13.69513,96,142.167514
13.755956,96,142.661814
41.098839,96,143.148316
46.384131,96,143.678234
45.436886,96,144.217463
12.717435,96,144.707189
45.992967,96,145.189491
11.270877,96,145.690898
22.14697,96,146.166806
22.748434,96,146.642879
46.684952,96,147.126647
47.173978,96,147.624127
21.717754,96,148.136343
35.558051,96,148.625931
46.500877,96,149.132298
46.380357,96,149.619382
46.253714,96,150.104065
12.164082,96,150.578624
18.843142,96,151.073784
33.056021,96,151.558606
22.316934,96,152.058957
31.875588,96,152.537779
13.798418,96,153.017555
41.397474,96,153.504335
32.403549,96,153.998855
32.090605,96,154.472355
13.807059,96,154.948236
46.059456,96,155.443115
