#{"t_start": 1788749854.181271, "env_id": "None"}
r,l,t
-123.081829,48,89.028339
-243.082835,48,89.349551
-137.644569,48,89.683492
-299.268173,48,90.004277
-181.270153,48,90.327458
-146.779806,48,90.655704
-186.923926,48,90.977928
-146.256612,48,91.295681
-172.577668,48,91.612645
-173.697021,48,91.936181
-185.764229,48,92.277019
-191.824295,48,92.600449
-200.489891,48,92.926601
-310.492297,48,93.263399
-233.025102,48,93.582198
-138.190687,48,93.902547
-122.03462,48,94.219483
-229.984211,48,94.537179
-176.157932,48,94.85898
-157.050643,48,95.178111
-205.090342,48,95.496202
-106.702037,48,95.818124
-145.868073,48,96.142386
-225.408872,48,96.470622
-170.483862,48,96.796398
-170.799898,48,97.12899
-227.003799,48,97.449106
-134.155408,48,97.770089
-268.145279,48,98.085913
-140.828067,48,98.406406
-173.777697,48,98.725786
-137.832608,48,99.042554
-141.125923,48,99.36518
-107.345044,48,99.682546
-232.98372,48,100.004473
-256.96533,48,100.328723
-129.632447,48,100.653896
-225.796716,48,100.974075
-189.750165,48,101.294396
-169.229081,48,101.612903
-180.568326,48,101.933776
-121.986493,48,102.276089
-125.228348,48,102.590613
-250.060319,48,102.908239
-189.523947,48,103.226773
-160.039588,48,103.54675
-264.368031,48,103.877838
-278.638819,48,104.207023
-194.668173,48,104.534016
-116.142416,48,104.855967
-223.250796,48,105.175852
-177.853451,48,105.494714
-248.841617,48,105.814518
-263.345353,48,106.134443
-114.407883,48,106.453847
-275.446897,48,106.772239
-136.908042,48,107.105144
-201.852742,48,107.432721
-244.030599,48,107.765747
-127.464354,48,108.091068
-185.778385,48,108.418595
-269.76321,48,108.742602
-186.670348,48,109.060964
-187.622927,48,109.378875
-116.850923,48,109.697205
-240.020912,48,110.020355
-89.55562,48,110.35589
-273.995805,48,110.671454
-400.42725,48,110.99233
-329.972266,48,113.99353
-126.840936,48,114.317176
-169.792414,48,114.63301
-119.385637,48,114.957349
-201.839892,48,115.289323
-105.059962,48,115.606849
-261.467055,48,115.928402
-326.371302,48,116.259047
-163.289817,48,116.58684
-283.896728,48,116.911617
-194.372728,48,117.248484
-148.29898,48,117.573501
-231.601058,48,117.908935
-181.793308,48,118.255729
-123.166018,48,118.590734
-171.846287,48,118.935167
-227.890655,48,119.280894
-237.972301,48,119.621479
-272.774736,48,119.964576
-183.926546,48,120.300241
-294.887587,48,120.753452
-233.234553,48,121.081286
-203.713325,48,121.40873
-170.146747,48,121.738389
-203.783512,48,122.063129
-184.393929,48,122.389803
-170.174675,48,122.709308
-165.843352,48,123.034447
-260.613046,48,123.36298
-235.125385,48,123.685722
-241.666146,48,124.008691
-184.057066,48,124.325811
-158.591893,48,124.643346
-162.774656,48,124.96511
-151.360572,48,125.285419
-185.058561,48,125.606526
-171.584976,48,125.925248
-146.951448,48,126.250363
-181.595051,48,126.59298
-360.468088,48,126.919623
-185.139957,48,127.253964
-96.574568,48,127.587699
-110.401597,48,127.911802
-175.340337,48,128.281647
-170.118849,48,128.639292
-169.310757,48,128.973161
-239.051007,48,129.317535
-252.594195,48,129.6652
-253.446192,48,129.992697
-120.059125,48,130.319834
-147.954292,48,130.640427
-161.949847,48,130.967173
-177.632402,48,131.303977
-280.503464,48,131.655343
-239.969681,48,131.981647
-212.871691,48,132.318568
-184.59598,48,132.698845
-151.958452,48,133.048884
-207.111825,48,133.388704
-201.250136,48,133.723121
-133.745139,48,134.052161
-152.258443,48,134.380751
-98.957812,48,134.709595
-132.135373,48,135.060224
-159.651768,48,135.397423
-181.554267,48,135.72193
-144.400052,48,136.052348
-199.909918,48,136.383142
-127.67484,48,136.711445
-145.279677,48,137.04529
-262.683622,48,137.399914
-219.27212,48,137.742152
-180.578852,48,138.067081
-164.196955,48,138.393828
-106.841871,48,138.722027
-98.212867,48,139.048569
-121.379536,48,139.376213
-166.703356,48,139.708068
-213.885257,48,140.038899
-203.856337,48,140.36737
-187.051067,48,140.697718
-193.713604,48,141.034022
-295.169206,48,141.369673
-136.690805,48,141.705423
-221.354164,48,142.031529
-143.912419,48,142.364153
-387.722663,48,142.69226
-167.583721,48,143.034356
-429.006548,48,143.385482
-192.234251,48,143.746103
-268.875946,48,144.079543
-133.04169,48,144.407124
-170.388945,48,144.743711
-188.019782,48,145.075746
-150.243743,48,145.40665
-165.562858,48,145.741891
-273.471333,48,146.075152
-118.92716,48,146.413568
-196.094376,48,146.74624
-200.987079,48,147.066643
-188.751665,48,147.391254
-160.509895,48,147.724146
-311.483439,48,148.047049
-157.537476,48,148.371141
-108.983782,48,151.302251
-92.517891,48,151.625331
-145.361988,48,151.96848
-187.471092,48,152.401514
-136.690115,48,152.721285
-211.079128,48,153.04927
-111.635915,48,153.388051
-236.042441,48,153.70965
-186.881077,48,154.028912
-140.485766,48,154.347302
-191.298353,48,154.665512
-263.224166,48,154.991556
-146.523099,48,155.31101
-167.563515,48,155.628622
-182.249049,48,155.949763
-187.124239,48,156.272324
-226.425577,48,156.593672
-283.931535,48,156.917277
-197.571609,48,157.246118
-165.309119,48,157.570653
-260.23307,48,157.90563
-166.905327,48,158.223839
-120.815623,48,158.541907
-191.255908,48,158.863174
-193.461376,48,159.185802
-163.891296,48,159.503286
-115.989421,48,159.825224
-167.198967,48,160.14124
-146.515784,48,160.460235
-232.71476,48,160.781243
-199.264809,48,161.107003
-175.139158,48,161.435389
-143.106889,48,161.775131
-236.583916,48,162.096775
-119.469466,48,162.416686
-165.731958,48,162.736608
